Year,Victim_Category,Age_Group,Sex,Type_of_Abuse,Community_Incidence_Rate,Reporting_Source,Household_Size,Prior_Social_Service_Contact,Financial_Stress_Index,Is_Physical,Is_Neglect,Severity_Score,High_Risk_Flag,Immediate_Intervention_Needed,Intergenerational_Risk_Flag,Gender_Power_Imbalance_Flag,Recidivism_Risk_Score,Ecological_Risk_Index
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,3,1,1,1,0,4.8,1,0,1,0,0.8,0.757
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Police,6,0,1,0,0,5.0,1,1,0,0,0.4,0.867
2021,Child,13-16 years,Male,Neglect,2.6,Hospital,2,0,1,0,1,3.9,1,1,0,0,0.2,0.517
2021,Child,0-6 years,Male,Physical Abuse,2.6,Hospital,2,1,1,1,0,5.0,1,1,1,0,0.8,0.707
2021,Child,13-16 years,Male,Physical Abuse,2.6,Hospital,2,0,1,1,0,4.9,1,0,0,0,0.2,0.607
2021,Child,13-16 years,Male,Emotional & Psychological Abuse,2.6,Hospital,6,1,1,0,0,3.2,0,0,1,0,1.0,0.847
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Hospital,5,1,1,0,0,5.0,0,0,1,0,1.0,0.917
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,4,0,1,1,0,4.4,0,0,0,0,0.2,0.707
2021,Child,7-12 years,Male,Physical Abuse,2.6,Social Service,2,0,1,1,0,4.0,1,1,0,0,0.2,0.607
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,2,1,1,0,1,3.6,0,0,1,0,0.8,0.617
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,2,1,1,0,1,3.8,1,0,1,0,0.8,0.617
2021,Child,13-16 years,Male,Neglect,2.6,School,5,0,1,0,1,3.0,0,0,0,0,0.4,0.667
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,2,1,1,0,1,3.7,1,0,1,0,0.8,0.617
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,4,0,1,0,1,3.9,0,0,0,0,0.2,0.617
2021,Child,13-16 years,Male,Sexual Abuse,2.6,Social Service,5,1,1,0,0,4.3,1,0,1,0,1.0,0.917
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,5,1,1,1,0,4.6,1,0,1,0,1.0,0.857
2021,Child,13-16 years,Male,Sexual Abuse,2.6,Hospital,3,1,1,0,0,5.0,1,1,1,0,0.8,0.817
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,4,0,1,0,1,3.8,0,0,0,0,0.2,0.617
2021,Child,7-12 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,4.6,1,1,0,0,0.2,0.667
2021,Child,0-6 years,Male,Neglect,2.6,School,6,0,1,0,1,3.5,0,0,0,0,0.4,0.717
2021,Child,7-12 years,Male,Neglect,2.6,Social Service,3,1,1,0,1,2.9,1,0,1,0,0.8,0.667
2021,Child,17-18 years,Male,Neglect,2.6,School,6,0,1,0,1,2.6,1,1,0,0,0.4,0.717
2021,Child,0-6 years,Male,Neglect,2.6,School,4,0,1,0,1,3.6,0,0,0,0,0.2,0.617
2021,Child,0-6 years,Male,Physical Abuse,2.6,Hospital,3,0,1,1,0,5.0,1,1,0,0,0.2,0.657
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,3,1,1,1,0,4.7,1,1,1,0,0.8,0.757
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Hospital,5,1,1,0,0,5.0,1,0,1,0,1.0,0.917
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,4,0,1,1,0,4.4,1,1,0,0,0.2,0.707
2021,Child,7-12 years,Male,Neglect,2.6,School,2,1,1,0,1,2.8,0,0,1,0,0.8,0.617
2021,Child,13-16 years,Male,Sexual Abuse,2.6,Police,4,1,1,0,0,5.0,1,1,1,0,0.8,0.867
2021,Child,7-12 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,4.4,1,0,0,0,0.2,0.667
2021,Child,0-6 years,Male,Neglect,2.6,School,4,1,1,0,1,3.7,1,1,1,0,0.8,0.717
2021,Child,0-6 years,Male,Physical Abuse,2.6,Police,6,1,1,1,0,5.0,1,1,1,0,1.0,0.907
2021,Child,13-16 years,Male,Emotional & Psychological Abuse,2.6,Hospital,6,1,1,0,0,3.2,0,0,1,0,1.0,0.847
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Hospital,5,1,1,0,0,5.0,1,1,1,0,1.0,0.917
2021,Child,7-12 years,Male,Physical Abuse,2.6,Police,6,0,1,1,0,4.9,1,1,0,0,0.4,0.807
2021,Child,13-16 years,Male,Physical Abuse,2.6,Hospital,5,0,1,1,0,4.9,1,1,0,0,0.4,0.757
2021,Child,7-12 years,Male,Emotional & Psychological Abuse,2.6,School,3,0,1,0,0,2.6,0,0,0,0,0.2,0.597
2021,Child,13-16 years,Male,Neglect,2.6,School,5,0,1,0,1,3.1,0,0,0,0,0.4,0.667
2021,Child,7-12 years,Male,Emotional & Psychological Abuse,2.6,School,5,0,1,0,0,2.6,0,0,0,0,0.4,0.697
2021,Child,0-6 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,5.0,1,1,0,0,0.2,0.667
2021,Child,0-6 years,Male,Emotional & Psychological Abuse,2.6,School,2,0,1,0,0,2.9,0,0,0,0,0.2,0.547
2021,Child,13-16 years,Male,Neglect,2.6,School,2,1,1,0,1,3.0,0,0,1,0,0.8,0.617
2021,Child,7-12 years,Male,Neglect,2.6,Police,6,0,1,0,1,3.7,0,0,0,0,0.4,0.717
2021,Child,0-6 years,Male,Physical Abuse,2.6,Hospital,3,0,1,1,0,5.0,1,1,0,0,0.2,0.657
2021,Child,0-6 years,Male,Neglect,2.6,School,4,1,1,0,1,3.7,1,1,1,0,0.8,0.717
2021,Child,7-12 years,Male,Physical Abuse,2.6,Social Service,6,0,1,1,0,3.8,0,0,0,0,0.4,0.807
2021,Child,7-12 years,Male,Emotional & Psychological Abuse,2.6,School,4,1,1,0,0,2.6,0,0,1,0,0.8,0.747
2021,Child,0-6 years,Male,Physical Abuse,2.6,Hospital,3,0,1,1,0,5.0,1,1,0,0,0.2,0.657
2021,Child,7-12 years,Male,Emotional & Psychological Abuse,2.6,School,4,1,1,0,0,2.4,0,0,1,0,0.8,0.747
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,2,1,1,1,0,4.8,1,1,1,0,0.8,0.707
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,2,1,1,1,0,4.7,1,1,1,0,0.8,0.707
2021,Child,0-6 years,Male,Neglect,2.6,School,4,0,1,0,1,3.3,0,0,0,0,0.2,0.617
2021,Child,13-16 years,Male,Sexual Abuse,2.6,Police,4,1,1,0,0,5.0,1,1,1,0,0.8,0.867
2021,Child,13-16 years,Male,Physical Abuse,2.6,Hospital,5,0,1,1,0,4.7,1,1,0,0,0.4,0.757
2021,Child,13-16 years,Male,Emotional & Psychological Abuse,2.6,School,6,1,1,0,0,2.7,1,1,1,0,1.0,0.847
2021,Child,0-6 years,Male,Neglect,2.6,School,5,0,1,0,1,3.7,1,1,0,0,0.4,0.667
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,2,1,1,0,1,4.0,1,1,1,0,0.8,0.617
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,4,0,1,1,0,4.5,1,1,0,0,0.2,0.707
2021,Child,7-12 years,Male,Sexual Abuse,2.6,School,2,1,1,0,0,4.6,1,1,1,0,0.8,0.767
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.767
2021,Child,7-12 years,Male,Physical Abuse,2.6,Social Service,2,0,1,1,0,3.9,1,0,0,0,0.2,0.607
2021,Child,13-16 years,Male,Neglect,2.6,Police,5,0,1,0,1,3.9,1,1,0,0,0.4,0.667
2021,Child,0-6 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,4.8,1,0,0,0,0.2,0.667
2021,Child,13-16 years,Male,Emotional & Psychological Abuse,2.6,Police,4,0,1,0,0,3.3,0,0,0,0,0.2,0.647
2021,Child,7-12 years,Male,Neglect,2.6,Hospital,2,1,1,0,1,3.7,0,0,1,0,0.8,0.617
2021,Child,0-6 years,Male,Emotional & Psychological Abuse,2.6,Police,6,0,1,0,0,3.6,0,0,0,0,0.4,0.747
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,5,1,1,1,0,4.3,1,0,1,0,1.0,0.857
2021,Child,0-6 years,Male,Physical Abuse,2.6,School,4,0,1,1,0,4.6,1,0,0,0,0.2,0.707
2021,Child,17-18 years,Male,Neglect,2.6,Hospital,6,0,1,0,1,3.2,0,0,0,0,0.4,0.717
2021,Child,7-12 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,4.6,1,1,0,0,0.2,0.667
2021,Child,7-12 years,Male,Physical Abuse,2.6,Social Service,6,0,1,1,0,3.8,0,0,0,0,0.4,0.807
2021,Child,7-12 years,Male,Physical Abuse,2.6,Police,6,0,1,1,0,4.7,1,0,0,0,0.4,0.807
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,3,1,1,1,0,4.8,1,1,1,0,0.8,0.757
2021,Child,7-12 years,Male,Sexual Abuse,2.6,Hospital,5,1,1,0,0,5.0,1,1,1,0,1.0,0.917
2021,Child,7-12 years,Male,Physical Abuse,2.6,School,3,1,1,1,0,3.9,1,0,1,0,0.8,0.757
2021,Child,13-16 years,Male,Sexual Abuse,2.6,School,2,0,1,0,0,4.6,1,1,0,0,0.2,0.667
2021,Child,7-12 years,Male,Physical Abuse,2.6,Social Service,2,0,1,1,0,4.2,1,1,0,0,0.2,0.607
2021,Child,13-16 years,Male,Emotional & Psychological Abuse,2.6,School,3,0,1,0,0,2.5,0,0,0,0,0.2,0.597
2021,Child,0-6 years,Male,Neglect,2.6,School,2,1,1,0,1,3.4,1,0,1,0,0.8,0.617
2021,Child,7-12 years,Male,Physical Abuse,2.6,Hospital,3,1,1,1,0,4.6,0,0,1,0,0.8,0.757
2021,Child,7-12 years,Male,Physical Abuse,2.6,Police,6,0,1,1,0,4.9,1,1,0,0,0.4,0.807
2021,Child,7-12 years,Male,Neglect,2.6,School,2,1,1,0,1,2.8,0,0,1,0,0.8,0.617
2021,Child,0-6 years,Male,Physical Abuse,2.6,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.657
2021,Child,0-6 years,Male,Physical Abuse,2.6,Police,6,0,1,1,0,5.0,1,0,0,0,0.4,0.807
2021,Child,7-12 years,Male,Emotional & Psychological Abuse,2.6,School,3,0,1,0,0,2.7,0,0,0,0,0.2,0.597
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Hospital,6,1,1,0,0,5.0,1,1,1,0,1.0,0.967
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Social Service,4,0,1,0,0,4.7,1,1,0,0,0.2,0.767
2021,Child,0-6 years,Female,Physical Abuse,2.6,Social Service,2,0,1,1,0,4.4,1,0,0,0,0.2,0.607
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,4,0,1,1,0,4.6,1,0,0,0,0.2,0.707
2021,Child,13-16 years,Female,Neglect,2.6,Hospital,4,1,1,0,1,3.8,1,1,1,0,0.8,0.717
2021,Child,0-6 years,Female,Physical Abuse,2.6,Social Service,3,0,1,1,0,4.5,1,0,0,0,0.2,0.657
2021,Child,0-6 years,Female,Neglect,2.6,Hospital,2,0,1,0,1,4.4,1,1,0,0,0.2,0.517
2021,Child,0-6 years,Female,Emotional & Psychological Abuse,2.6,Hospital,3,1,1,0,0,3.9,1,1,1,0,0.8,0.697
2021,Child,0-6 years,Female,Neglect,2.6,Hospital,2,0,1,0,1,4.5,1,1,0,0,0.2,0.517
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,4.6,1,1,0,0,0.4,0.807
2021,Child,7-12 years,Female,Emotional & Psychological Abuse,2.6,School,6,1,1,0,0,2.5,0,0,1,0,1.0,0.847
2021,Child,7-12 years,Female,Physical Abuse,2.6,Social Service,3,0,1,1,0,4.0,1,1,0,0,0.2,0.657
2021,Child,7-12 years,Female,Neglect,2.6,Police,2,0,1,0,1,3.9,0,0,0,0,0.2,0.517
2021,Child,7-12 years,Female,Sexual Abuse,2.6,School,5,0,1,0,0,4.4,1,1,0,0,0.4,0.817
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,4,0,1,0,0,4.3,1,1,0,0,0.2,0.767
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,4,1,1,1,0,5.0,1,0,1,0,0.8,0.807
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,5,0,1,1,0,4.4,1,1,0,0,0.4,0.757
2021,Child,7-12 years,Female,Physical Abuse,2.6,Social Service,6,0,1,1,0,3.9,0,0,0,0,0.4,0.807
2021,Child,7-12 years,Female,Neglect,2.6,School,4,1,1,0,1,2.9,1,1,1,0,0.8,0.717
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,Hospital,5,1,1,0,0,3.1,0,0,1,0,1.0,0.797
2021,Child,13-16 years,Female,Physical Abuse,2.6,Police,4,1,1,1,0,4.6,0,0,1,0,0.8,0.807
2021,Child,0-6 years,Female,Neglect,2.6,Social Service,2,1,1,0,1,3.7,1,1,1,0,0.8,0.617
2021,Child,7-12 years,Female,Emotional & Psychological Abuse,2.6,School,5,0,1,0,0,2.5,0,0,0,0,0.4,0.697
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,5,0,1,1,0,4.5,0,0,0,0,0.4,0.757
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,5,0,1,1,0,4.6,1,1,0,0,0.4,0.757
2021,Child,17-18 years,Female,Neglect,2.6,Social Service,6,0,1,0,1,2.4,0,0,0,0,0.4,0.717
2021,Child,7-12 years,Female,Neglect,2.6,School,5,0,1,0,1,3.2,1,1,0,0,0.4,0.667
2021,Child,7-12 years,Female,Physical Abuse,2.6,Hospital,6,1,1,1,0,4.9,1,1,1,0,1.0,0.907
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Police,6,0,1,0,0,5.0,1,1,0,0,0.4,0.867
2021,Child,0-6 years,Female,Physical Abuse,2.6,Hospital,4,0,1,1,0,5.0,1,1,0,0,0.2,0.707
2021,Child,7-12 years,Female,Neglect,2.6,Police,4,0,1,0,1,4.0,1,1,0,0,0.2,0.617
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,4,0,1,0,0,4.7,1,1,0,0,0.2,0.767
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.767
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,3,0,1,0,0,4.5,1,1,0,0,0.2,0.717
2021,Child,13-16 years,Female,Neglect,2.6,Social Service,2,1,1,0,1,2.9,0,0,1,0,0.8,0.617
2021,Child,0-6 years,Female,Neglect,2.6,School,4,0,1,0,1,3.7,1,1,0,0,0.2,0.617
2021,Child,7-12 years,Female,Physical Abuse,2.6,Social Service,5,0,1,1,0,3.9,1,0,0,0,0.4,0.757
2021,Child,0-6 years,Female,Physical Abuse,2.6,Social Service,6,0,1,1,0,4.7,1,1,0,0,0.4,0.807
2021,Child,13-16 years,Female,Neglect,2.6,School,5,1,1,0,1,3.1,0,0,1,0,1.0,0.767
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,6,1,1,1,0,4.5,1,1,1,0,1.0,0.907
2021,Child,7-12 years,Female,Physical Abuse,2.6,Hospital,6,0,1,1,0,4.8,1,0,0,0,0.4,0.807
2021,Child,13-16 years,Female,Neglect,2.6,School,5,1,1,0,1,2.9,0,0,1,0,1.0,0.767
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,3.9,1,0,0,0,0.4,0.807
2021,Child,13-16 years,Female,Neglect,2.6,Social Service,2,0,1,0,1,2.9,1,1,0,0,0.2,0.517
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Police,6,1,1,0,0,5.0,1,0,1,0,1.0,0.967
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,Social Service,5,0,1,0,0,2.6,0,0,0,0,0.4,0.697
2021,Child,0-6 years,Female,Sexual Abuse,2.6,Police,3,0,1,0,0,5.0,1,0,0,0,0.2,0.717
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,5,0,1,0,0,4.3,0,0,0,0,0.4,0.817
2021,Child,7-12 years,Female,Emotional & Psychological Abuse,2.6,Social Service,6,0,1,0,0,2.7,1,1,0,0,0.4,0.747
2021,Child,7-12 years,Female,Physical Abuse,2.6,Police,4,0,1,1,0,5.0,1,1,0,0,0.2,0.707
2021,Child,17-18 years,Female,Neglect,2.6,School,4,1,1,0,1,2.7,1,1,1,0,0.8,0.717
2021,Child,0-6 years,Female,Neglect,2.6,Social Service,4,1,1,0,1,3.7,1,1,1,0,0.8,0.717
2021,Child,0-6 years,Female,Neglect,2.6,Police,6,1,1,0,1,4.2,0,0,1,0,1.0,0.817
2021,Child,13-16 years,Female,Neglect,2.6,Police,6,0,1,0,1,3.8,0,0,0,0,0.4,0.717
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Social Service,6,0,1,0,0,4.6,1,1,0,0,0.4,0.867
2021,Child,0-6 years,Female,Sexual Abuse,2.6,School,5,0,1,0,0,5.0,1,1,0,0,0.4,0.817
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,3,0,1,1,0,3.9,1,0,0,0,0.2,0.657
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,4.1,1,1,0,0,0.4,0.807
2021,Child,7-12 years,Female,Sexual Abuse,2.6,School,4,0,1,0,0,4.4,0,0,0,0,0.2,0.767
2021,Child,13-16 years,Female,Physical Abuse,2.6,Police,4,1,1,1,0,4.7,1,1,1,0,0.8,0.807
2021,Child,0-6 years,Female,Physical Abuse,2.6,Social Service,4,0,1,1,0,4.5,1,1,0,0,0.2,0.707
2021,Child,13-16 years,Female,Sexual Abuse,2.6,Police,6,0,1,0,0,5.0,1,1,0,0,0.4,0.867
2021,Child,7-12 years,Female,Physical Abuse,2.6,School,2,0,1,1,0,4.0,1,1,0,0,0.2,0.607
2021,Child,0-6 years,Female,Sexual Abuse,2.6,Hospital,5,0,1,0,0,5.0,1,1,0,0,0.4,0.817
2021,Child,0-6 years,Female,Sexual Abuse,2.6,Social Service,6,0,1,0,0,5.0,1,1,0,0,0.4,0.867
2021,Child,7-12 years,Female,Neglect,2.6,Police,2,0,1,0,1,3.7,0,0,0,0,0.2,0.517
2021,Child,13-16 years,Female,Physical Abuse,2.6,Hospital,2,0,1,1,0,4.7,1,0,0,0,0.2,0.607
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,School,4,0,1,0,0,2.7,1,1,0,0,0.2,0.647
2021,Child,7-12 years,Female,Sexual Abuse,2.6,School,2,0,1,0,0,4.7,1,1,0,0,0.2,0.667
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,5,0,1,1,0,5.0,1,1,0,0,0.4,0.757
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,3,1,1,1,0,5.0,1,1,1,0,0.8,0.757
2021,Child,0-6 years,Female,Emotional & Psychological Abuse,2.6,School,3,0,1,0,0,3.1,0,0,0,0,0.2,0.597
2021,Child,7-12 years,Female,Neglect,2.6,School,4,0,1,0,1,3.0,0,0,0,0,0.2,0.617
2021,Child,13-16 years,Female,Neglect,2.6,Police,4,0,1,0,1,3.6,0,0,0,0,0.2,0.617
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,Hospital,5,0,1,0,0,3.3,0,0,0,0,0.4,0.697
2021,Child,7-12 years,Female,Neglect,2.6,Police,2,0,1,0,1,3.7,0,0,0,0,0.2,0.517
2021,Child,0-6 years,Female,Physical Abuse,2.6,Hospital,6,0,1,1,0,5.0,1,1,0,0,0.4,0.807
2021,Child,0-6 years,Female,Neglect,2.6,Police,6,0,1,0,1,4.4,1,1,0,0,0.4,0.717
2021,Child,0-6 years,Female,Neglect,2.6,Police,4,1,1,0,1,4.3,1,0,1,0,0.8,0.717
2021,Child,7-12 years,Female,Emotional & Psychological Abuse,2.6,School,2,0,1,0,0,2.3,0,0,0,0,0.2,0.547
2021,Child,7-12 years,Female,Physical Abuse,2.6,Police,5,0,1,1,0,4.7,1,1,0,0,0.4,0.757
2021,Child,7-12 years,Female,Emotional & Psychological Abuse,2.6,Social Service,4,0,1,0,0,2.6,0,0,0,0,0.2,0.647
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,2,1,1,1,0,5.0,1,0,1,0,0.8,0.707
2021,Child,17-18 years,Female,Neglect,2.6,Social Service,5,0,1,0,1,2.6,1,0,0,0,0.4,0.667
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,5,0,1,1,0,4.0,1,1,0,0,0.4,0.757
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,3,0,1,1,0,5.0,1,0,0,0,0.2,0.657
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,4,0,1,0,0,4.5,1,0,0,0,0.2,0.767
2021,Child,0-6 years,Female,Sexual Abuse,2.6,Social Service,3,1,1,0,0,5.0,1,1,1,0,0.8,0.817
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,6,1,1,0,0,4.4,1,1,1,0,1.0,0.967
2021,Child,7-12 years,Female,Physical Abuse,2.6,School,2,1,1,1,0,4.1,1,0,1,0,0.8,0.707
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Social Service,5,0,1,0,0,4.5,1,1,0,0,0.4,0.817
2021,Child,17-18 years,Female,Neglect,2.6,Social Service,5,1,1,0,1,2.4,0,0,1,0,1.0,0.767
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,School,2,0,1,0,0,2.7,0,0,0,0,0.2,0.547
2021,Child,13-16 years,Female,Sexual Abuse,2.6,Social Service,3,0,1,0,0,4.6,1,1,0,0,0.2,0.717
2021,Child,7-12 years,Female,Neglect,2.6,Social Service,2,0,1,0,1,3.1,0,0,0,0,0.2,0.517
2021,Child,7-12 years,Female,Physical Abuse,2.6,Police,2,0,1,1,0,4.9,1,1,0,0,0.2,0.607
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,2,1,1,1,0,4.6,1,1,1,0,0.8,0.707
2021,Child,13-16 years,Female,Emotional & Psychological Abuse,2.6,Police,6,0,1,0,0,3.4,0,0,0,0,0.4,0.747
2021,Child,0-6 years,Female,Neglect,2.6,School,2,0,1,0,1,3.6,1,1,0,0,0.2,0.517
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,5,1,1,1,0,5.0,1,0,1,0,1.0,0.857
2021,Child,7-12 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,4.1,1,1,0,0,0.4,0.807
2021,Child,0-6 years,Female,Neglect,2.6,Police,5,0,1,0,1,4.3,0,0,0,0,0.4,0.667
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,4.6,1,0,0,0,0.4,0.807
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,2,0,1,0,0,4.4,1,0,0,0,0.2,0.667
2021,Child,0-6 years,Female,Physical Abuse,2.6,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.657
2021,Child,7-12 years,Female,Physical Abuse,2.6,Police,2,0,1,1,0,4.9,1,1,0,0,0.2,0.607
2021,Child,13-16 years,Female,Sexual Abuse,2.6,School,2,0,1,0,0,4.3,1,0,0,0,0.2,0.667
2021,Child,13-16 years,Female,Neglect,2.6,Police,2,0,1,0,1,3.9,1,0,0,0,0.2,0.517
2021,Child,0-6 years,Female,Neglect,2.6,Hospital,5,0,1,0,1,4.2,0,0,0,0,0.4,0.667
2021,Child,7-12 years,Female,Sexual Abuse,2.6,School,2,1,1,0,0,4.4,1,0,1,0,0.8,0.767
2021,Child,7-12 years,Female,Sexual Abuse,2.6,Social Service,4,1,1,0,0,4.6,1,1,1,0,0.8,0.867
2021,Child,13-16 years,Female,Neglect,2.6,Police,5,0,1,0,1,3.7,0,0,0,0,0.4,0.667
2021,Child,7-12 years,Female,Physical Abuse,2.6,Police,5,1,1,1,0,4.9,1,1,1,0,1.0,0.857
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,3,0,1,1,0,4.6,1,1,0,0,0.2,0.657
2021,Child,7-12 years,Female,Physical Abuse,2.6,School,5,0,1,1,0,4.0,1,1,0,0,0.4,0.757
2021,Child,0-6 years,Female,Physical Abuse,2.6,School,2,0,1,1,0,4.3,0,0,0,0,0.2,0.607
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,6,0,1,1,0,3.9,1,1,0,0,0.4,0.807
2021,Child,0-6 years,Female,Neglect,2.6,Social Service,5,0,1,0,1,3.5,1,0,0,0,0.4,0.667
2021,Child,13-16 years,Female,Physical Abuse,2.6,School,5,1,1,1,0,4.2,1,1,1,0,1.0,0.857
2021,Child,13-16 years,Female,Neglect,2.6,Police,2,0,1,0,1,3.9,0,0,0,0,0.2,0.517
2021,Child,13-16 years,Female,Neglect,2.6,School,5,1,1,0,1,2.9,1,0,1,0,1.0,0.767
2021,Child,13-16 years,Female,Sexual Abuse,2.6,Hospital,3,1,1,0,0,5.0,1,1,1,0,0.8,0.817
2021,Child,7-12 years,Female,Physical Abuse,2.6,Hospital,2,0,1,1,0,4.8,1,1,0,0,0.2,0.607
2022,Child,0-6 years,Male,Emotional & Psychological Abuse,2.5,School,3,1,1,0,0,3.1,0,0,1,0,0.8,0.688
2022,Child,0-6 years,Male,Emotional & Psychological Abuse,2.5,School,3,0,1,0,0,2.8,1,1,0,0,0.2,0.588
2022,Child,0-6 years,Male,Neglect,2.5,Police,6,0,1,0,1,4.4,1,1,0,0,0.4,0.708
2022,Child,13-16 years,Male,Sexual Abuse,2.5,School,4,0,1,0,0,4.5,1,0,0,0,0.2,0.758
2022,Child,13-16 years,Male,Physical Abuse,2.5,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.648
2022,Child,13-16 years,Male,Physical Abuse,2.5,Police,4,1,1,1,0,4.7,1,0,1,0,0.8,0.798
2022,Child,7-12 years,Male,Emotional & Psychological Abuse,2.5,Police,2,0,1,0,0,3.4,0,0,0,0,0.2,0.538
2022,Child,0-6 years,Male,Emotional & Psychological Abuse,2.5,School,3,1,1,0,0,3.2,1,1,1,0,0.8,0.688
2022,Child,13-16 years,Male,Sexual Abuse,2.5,Social Service,2,0,1,0,0,4.3,1,1,0,0,0.2,0.658
2022,Child,0-6 years,Male,Neglect,2.5,Hospital,2,0,1,0,1,4.5,1,1,0,0,0.2,0.508
2022,Child,0-6 years,Male,Neglect,2.5,School,2,0,1,0,1,3.6,0,0,0,0,0.2,0.508
2022,Child,0-6 years,Male,Neglect,2.5,School,2,0,1,0,1,3.3,0,0,0,0,0.2,0.508
2022,Child,13-16 years,Male,Emotional & Psychological Abuse,2.5,School,4,1,1,0,0,2.4,0,0,1,0,0.8,0.738
2022,Child,13-16 years,Male,Physical Abuse,2.5,School,4,1,1,1,0,4.1,1,0,1,0,0.8,0.798
2022,Child,17-18 years,Male,Physical Abuse,2.5,Police,4,1,1,1,0,4.1,1,0,1,0,0.8,0.798
2022,Child,13-16 years,Male,Emotional & Psychological Abuse,2.5,Police,2,0,1,0,0,3.3,0,0,0,0,0.2,0.538
2022,Child,13-16 years,Male,Neglect,2.5,Social Service,6,0,1,0,1,2.9,1,1,0,0,0.4,0.708
2022,Child,17-18 years,Male,Sexual Abuse,2.5,School,2,0,1,0,0,4.0,1,1,0,0,0.2,0.658
2022,Child,13-16 years,Male,Emotional & Psychological Abuse,2.5,Police,5,0,1,0,0,3.1,0,0,0,0,0.4,0.688
2022,Child,0-6 years,Male,Physical Abuse,2.5,Hospital,2,0,1,1,0,5.0,1,1,0,0,0.2,0.598
